id,flag_reason,num_emotions,word_count,char_count,emotion_tags,clean_text,original_text
50704098,single_high_risk:playful=0.6,1,31,187,[playful=0.6],"Society, as a whole, may be said to acquire income only when goods are produced; individuals may acquire income by gift, bequest, theft, or other modes of transfer from other individuals.","[playful=0.6] Society, as a whole, may be said to acquire income only when goods are produced; individuals may acquire income by gift, bequest, theft, or other modes of transfer from other individuals."
a06ab823,single_high_risk:playful=0.6,2,31,178,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] But suddenly everything went wrong; his wife and he fell out and quarrelled until there was no living together, and she had to go back to her old home.","[curious=0.7, playful=0.6] But suddenly everything went wrong; his wife and he fell out and quarrelled until there was no living together, and she had to go back to her old home."
19eac004,single_high_risk:playful=0.6,2,31,181,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] The old boyish laziness had given way to a real zeal for learning and thirst after knowledge. The idle life at home was certainly the worst thing for him.","[sarcasm=0.7, playful=0.6] The old boyish laziness had given way to a real zeal for learning and thirst after knowledge. The idle life at home was certainly the worst thing for him."
087cd8af,single_high_risk:playful=0.6,2,30,165,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] At the same moment he extended his arm, and laid the glowing chisel which he held in his left hand by its wooden handle on his bare flesh.","[sarcasm=0.7, playful=0.6] At the same moment he extended his arm, and laid the glowing chisel which he held in his left hand by its wooden handle on his bare flesh."
343de74c,single_high_risk:playful=0.6,2,30,184,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] But how are we to judge of airs, and pronounce-in such a city plague will cure unproductive; in such another, nature has provided for it a plentiful harvest?","[sarcasm=0.7, playful=0.6] But how are we to judge of airs, and pronounce-in such a city plague will cure unproductive; in such another, nature has provided for it a plentiful harvest?"
0505c3e4,single_high_risk:playful=0.6,1,30,194,[playful=0.6],"The clavier gave promise of its destined career in the Elizabethan age. Shakespeare immortalized it, and William Byrd (fifteen forty six to sixteen twenty three) became the first clavier master.","[playful=0.6] The clavier gave promise of its destined career in the Elizabethan age. Shakespeare immortalized it, and William Byrd (fifteen forty six to sixteen twenty three) became the first clavier master."
bf6a6169,single_high_risk:playful=0.6,2,30,173,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] It is so much easier to say that a thing is black, than to discriminate the particular shade of brown, blue, or green, to which it really belongs.","[sarcasm=0.7, playful=0.6] It is so much easier to say that a thing is black, than to discriminate the particular shade of brown, blue, or green, to which it really belongs."
00ffdf94,single_high_risk:playful=0.6,1,30,169,[playful=0.6],At first an unusual quantity of specie made its appearance with the emigrants; but these people had no means of receiving back into their hands what they spent among us.,[playful=0.6] At first an unusual quantity of specie made its appearance with the emigrants; but these people had no means of receiving back into their hands what they spent among us.
ac7917d5,single_high_risk:playful=0.6,2,29,155,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] With a pair of scissors he cut off all the feathers from the tail and from the head to the shoulders, and all those on the neck.","[sarcasm=0.7, playful=0.6] With a pair of scissors he cut off all the feathers from the tail and from the head to the shoulders, and all those on the neck."
d5af25a0,single_high_risk:playful=0.6,1,29,179,[playful=0.6],"Beauty, whose revelation to man we now celebrate, welcome as the sun wherever it pleases to shine, which pleases everybody with it and with themselves, seems sufficient to itself.","[playful=0.6] Beauty, whose revelation to man we now celebrate, welcome as the sun wherever it pleases to shine, which pleases everybody with it and with themselves, seems sufficient to itself."
faff9a61,single_high_risk:playful=0.6,2,29,180,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] But now new scenes succeed, and other actors enter on the stage, a hardy and valiant band, moulded to endure and dare,—the Discoverers of the Great West.","[sarcasm=0.7, playful=0.6] But now new scenes succeed, and other actors enter on the stage, a hardy and valiant band, moulded to endure and dare,—the Discoverers of the Great West."
e30516e3,single_high_risk:playful=0.6,2,29,179,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] The dust gradually freed itself from the cinders about the tracks, and it hardened into a handsome, newly made road beyond the houses of the shop hands.","[curious=0.7, playful=0.6] The dust gradually freed itself from the cinders about the tracks, and it hardened into a handsome, newly made road beyond the houses of the shop hands."
31e8e3ae,single_high_risk:playful=0.6,1,29,186,[playful=0.6],"""Those two!"" she exclaimed, sharply; and then, with thoroughgoing contempt: ""Lamhorn! That's like them!"" She turned away, went to the bare little black mantel, and stood leaning upon it.","[playful=0.6] ""Those two!"" she exclaimed, sharply; and then, with thoroughgoing contempt: ""Lamhorn! That's like them!"" She turned away, went to the bare little black mantel, and stood leaning upon it."
c76130f6,single_high_risk:playful=0.6,2,29,157,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] The instincts of the species that you and I belong to are of an opposite kind; and that makes it hard for us to judge ants fairly.","[curious=0.7, playful=0.6] The instincts of the species that you and I belong to are of an opposite kind; and that makes it hard for us to judge ants fairly."
931cd47e,single_high_risk:playful=0.6,2,29,186,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] A vivid picture of his method of teaching is given in the lectures on ""Frederic Chopin's Works and Their Proper Interpretation, "" by the Pole, Jean Kleczynski.","[curious=0.7, playful=0.6] A vivid picture of his method of teaching is given in the lectures on ""Frederic Chopin's Works and Their Proper Interpretation, "" by the Pole, Jean Kleczynski."
94941098,single_high_risk:playful=0.6,1,28,147,[playful=0.6],"When I touch what there is of the Winged Victory, it reminds me at first of a headless, limbless dream that flies towards me in an unrestful sleep.","[playful=0.6] When I touch what there is of the Winged Victory, it reminds me at first of a headless, limbless dream that flies towards me in an unrestful sleep."
5eed6f33,single_high_risk:playful=0.6,1,28,174,[playful=0.6],"When improvements in agriculture that are applicable to a considerable area of land take place, and the product thus is increased and cheapened, the poorer land is abandoned.","[playful=0.6] When improvements in agriculture that are applicable to a considerable area of land take place, and the product thus is increased and cheapened, the poorer land is abandoned."
04c34507,single_high_risk:playful=0.6,1,28,174,[playful=0.6],"The two subalterns struggled to conceal their smiles; but the captain resumed his breakfast with an eagerness that created a doubt, whether he ever expected to enjoy another.","[playful=0.6] The two subalterns struggled to conceal their smiles; but the captain resumed his breakfast with an eagerness that created a doubt, whether he ever expected to enjoy another."
90569da5,single_high_risk:playful=0.6,2,27,158,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Then, out of the ground before him, rose up the figure of a white robed woman, with long loose flowing hair, holding a covered jar.","[sarcasm=0.7, playful=0.6] Then, out of the ground before him, rose up the figure of a white robed woman, with long loose flowing hair, holding a covered jar."
7fd37d22,single_high_risk:playful=0.6,2,27,188,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] This exclusion, whether temporary or perpetual, would have nearly the same effects, and these effects would be for the most part rather pernicious than salutary.","[sarcasm=0.7, playful=0.6] This exclusion, whether temporary or perpetual, would have nearly the same effects, and these effects would be for the most part rather pernicious than salutary."
dc89b10e,single_high_risk:playful=0.6,2,26,154,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] A shave is looked upon as a form of physical pleasure and lasts anywhere from twenty five minutes to three quarters of an hour.","[sarcasm=0.7, playful=0.6] A shave is looked upon as a form of physical pleasure and lasts anywhere from twenty five minutes to three quarters of an hour."
b32dfe65,single_high_risk:playful=0.6,1,26,154,[playful=0.6],"As for the crew, they were probably having their supper in the men's cabin, whilst awaiting the hour fixed for sailing, which was now rapidly approaching.","[playful=0.6] As for the crew, they were probably having their supper in the men's cabin, whilst awaiting the hour fixed for sailing, which was now rapidly approaching."
c037b1fb,single_high_risk:playful=0.6,1,26,149,[playful=0.6],"And of poetry the success is not attained when it lulls and satisfies, but when it astonishes and fires us with new endeavors after the unattainable.","[playful=0.6] And of poetry the success is not attained when it lulls and satisfies, but when it astonishes and fires us with new endeavors after the unattainable."
9c6bf3e0,single_high_risk:playful=0.6,2,26,156,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Whence, if thou notest this and what I said, A regal prudence is that peerless seeing In which the shaft of my intention strikes.","[sarcasm=0.7, playful=0.6] Whence, if thou notest this and what I said, A regal prudence is that peerless seeing In which the shaft of my intention strikes."
c13f3a33,single_high_risk:playful=0.6,2,26,174,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] The former, the rightful heir, appealed for help to Shalmaneser, and that monarch at once hastened to assert his authority in the southern kingdom.","[sarcasm=0.7, playful=0.6] The former, the rightful heir, appealed for help to Shalmaneser, and that monarch at once hastened to assert his authority in the southern kingdom."
6dc2581d,single_high_risk:playful=0.6,1,26,123,[playful=0.6],"""Bill, look me in the eye and tell me, man to man, that you're a liar!"" He added: ""Can you ever be happy without her, man?""","[playful=0.6] ""Bill, look me in the eye and tell me, man to man, that you're a liar!"" He added: ""Can you ever be happy without her, man?"""
b16d6a64,single_high_risk:playful=0.6,2,26,172,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] His muscular development was finely hard, but his power came rather from that higher nerve energy which counts for nothing upon a measuring tape.","[sarcasm=0.7, playful=0.6] His muscular development was finely hard, but his power came rather from that higher nerve energy which counts for nothing upon a measuring tape."
52ebd30b,single_high_risk:playful=0.6,2,25,167,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] Sound sober lawmaking and fair judgment in court secure to the community a feeling of safety which gives stability to emotions and feelings.","[curious=0.7, playful=0.6] Sound sober lawmaking and fair judgment in court secure to the community a feeling of safety which gives stability to emotions and feelings."
5741393d,single_high_risk:playful=0.6,2,24,128,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] The stranger waited for him on the landing; he opened his arms to the old man, and led him to a seat.","[sarcasm=0.7, playful=0.6] The stranger waited for him on the landing; he opened his arms to the old man, and led him to a seat."
795e62c7,single_high_risk:playful=0.6,1,24,126,[playful=0.6],"""Mrs. Munger, "" said Annie uneasily, ""I would rather not see Mrs. Wilmington with you on this subject; I should be of no use.""","[playful=0.6] ""Mrs. Munger, "" said Annie uneasily, ""I would rather not see Mrs. Wilmington with you on this subject; I should be of no use."""
d363ea02,single_high_risk:playful=0.6,1,24,126,[playful=0.6],"At each step he was stopped by some magnificent object which appeared to retard his exit, and to be unwilling to let him pass.","[playful=0.6] At each step he was stopped by some magnificent object which appeared to retard his exit, and to be unwilling to let him pass."
85a2774f,single_high_risk:playful=0.6,2,24,149,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] I am not aware that there was any particular conjunction of the planets at the time, but should think it extremely likely.","[sarcasm=0.7, playful=0.6] I am not aware that there was any particular conjunction of the planets at the time, but should think it extremely likely."
b7545294,single_high_risk:playful=0.6,1,24,139,[playful=0.6],"The motives for this are everywhere known and disclose a tendency to separate those of the same sex, daughter from mother, father from son.","[playful=0.6] The motives for this are everywhere known and disclose a tendency to separate those of the same sex, daughter from mother, father from son."
8efd43d9,single_high_risk:playful=0.6,2,23,154,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] Then with the doctrine and the will together, With office apostolical he moved, Like torrent which some lofty vein out presses;","[curious=0.7, playful=0.6] Then with the doctrine and the will together, With office apostolical he moved, Like torrent which some lofty vein out presses;"
54886578,single_high_risk:playful=0.6,2,23,150,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Perhaps my word appears somewhat too bold, Postponing the delight of those fair eyes, Into which gazing my desire has rest;","[sarcasm=0.7, playful=0.6] Perhaps my word appears somewhat too bold, Postponing the delight of those fair eyes, Into which gazing my desire has rest;"
aa346f46,single_high_risk:playful=0.6,1,23,122,[playful=0.6],"So fast they flew that Bobo, who was holding the ebony casket close against his heart, was in great danger of falling off.","[playful=0.6] So fast they flew that Bobo, who was holding the ebony casket close against his heart, was in great danger of falling off."
9327eea2,single_high_risk:playful=0.6,2,23,124,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] I say I knew it well. I knew what the old man felt, and pitied him, although I chuckled at heart.","[curious=0.7, playful=0.6] I say I knew it well. I knew what the old man felt, and pitied him, although I chuckled at heart."
3c046e24,single_high_risk:playful=0.6,2,23,147,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] 'Fifteen shillings a week, and three saved out of them!' thought Margaret to herself 'But she must have been very young.","[sarcasm=0.7, playful=0.6] 'Fifteen shillings a week, and three saved out of them!' thought Margaret to herself 'But she must have been very young."
1b0d1bed,single_high_risk:playful=0.6,1,22,120,[playful=0.6],"We called to mind the plague of thirteen forty eight, when it was calculated that a third of mankind had been destroyed.","[playful=0.6] We called to mind the plague of thirteen forty eight, when it was calculated that a third of mankind had been destroyed."
ad7cfc3c,single_high_risk:playful=0.6,1,22,118,[playful=0.6],Then she saw a handsome youth standing beside her; who knelt down at her feet and kissed the little weary white hands.,[playful=0.6] Then she saw a handsome youth standing beside her; who knelt down at her feet and kissed the little weary white hands.
d8262099,single_high_risk:playful=0.6,1,22,128,[playful=0.6],But whether we get life and happiness or fail to get them we human beings who have imaginations want something more nowadays....,[playful=0.6] But whether we get life and happiness or fail to get them we human beings who have imaginations want something more nowadays....
e79f8042,single_high_risk:playful=0.6,2,22,139,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] Failing to secure this, she went daily to Mr. Tumulty's office asking if he himself would not intercede for her.","[curious=0.7, playful=0.6] Failing to secure this, she went daily to Mr. Tumulty's office asking if he himself would not intercede for her."
b7fdd7a9,single_high_risk:playful=0.6,2,22,157,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] The scream was stilled, but now we heard a commotion inside-the rasp of opening cabin doors; questions from frightened passengers.","[sarcasm=0.7, playful=0.6] The scream was stilled, but now we heard a commotion inside-the rasp of opening cabin doors; questions from frightened passengers."
a97d211c,single_high_risk:playful=0.6,1,22,108,[playful=0.6],"""I believe that as Mankind grows up this is the business Man has to settle down to and will settle down to.""","[playful=0.6] ""I believe that as Mankind grows up this is the business Man has to settle down to and will settle down to."""
1d935276,single_high_risk:playful=0.6,1,22,122,[playful=0.6],"Kwairyo at once removed his koromo, and offered it to the robber, who then first perceived what was hanging to the sleeve.","[playful=0.6] Kwairyo at once removed his koromo, and offered it to the robber, who then first perceived what was hanging to the sleeve."
58ab52f4,single_high_risk:playful=0.6,2,22,158,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] She pretended to herself, however, that she thought the event impossible, and, later, she communicated her disbelief to her friend.","[sarcasm=0.7, playful=0.6] She pretended to herself, however, that she thought the event impossible, and, later, she communicated her disbelief to her friend."
f200e595,single_high_risk:playful=0.6,1,22,98,[playful=0.6],"And then if we look at things from a still more lofty point of view, why do we speak of civil war?","[playful=0.6] And then if we look at things from a still more lofty point of view, why do we speak of civil war?"
aa3e74cc,single_high_risk:playful=0.6,2,22,138,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] ""I say, my dear, if you will persist in gossiping over our private family matters with that old Mother Magpie-""","[sarcasm=0.7, playful=0.6] ""I say, my dear, if you will persist in gossiping over our private family matters with that old Mother Magpie-"""
ade42028,single_high_risk:playful=0.6,1,22,105,[playful=0.6],"Might I, perhaps, if it would not be intruding, come in just a moment to look once more at the old place?","[playful=0.6] Might I, perhaps, if it would not be intruding, come in just a moment to look once more at the old place?"
7460e440,single_high_risk:playful=0.6,1,22,115,[playful=0.6],"She even assisted her lord in the saddling of his red bay steed, and encouraged him in the pursuit of the assassin.","[playful=0.6] She even assisted her lord in the saddling of his red bay steed, and encouraged him in the pursuit of the assassin."
d250058e,single_high_risk:playful=0.6,1,21,112,[playful=0.6],"Mr. Dudley looked, and had not Nathan's arm been about his body he would have lost his hold, in sheer amazement.","[playful=0.6] Mr. Dudley looked, and had not Nathan's arm been about his body he would have lost his hold, in sheer amazement."
df7349a8,single_high_risk:playful=0.6,1,21,128,[playful=0.6],"She walked eight days and nights without stopping, and then came to a mountain made entirely of ivory, and nearly perpendicular.","[playful=0.6] She walked eight days and nights without stopping, and then came to a mountain made entirely of ivory, and nearly perpendicular."
c9a9fe03,single_high_risk:playful=0.6,2,21,141,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] I arose and argued about trifles, in a high key and with violent gesticulations; but the noise steadily increased.","[sarcasm=0.7, playful=0.6] I arose and argued about trifles, in a high key and with violent gesticulations; but the noise steadily increased."
4286268c,single_high_risk:playful=0.6,1,21,108,[playful=0.6],"""I think it is possible that his experience in another line may be of service to you, "" continued Mr. Yorke.","[playful=0.6] ""I think it is possible that his experience in another line may be of service to you, "" continued Mr. Yorke."
7c7eb6d1,single_high_risk:playful=0.6,1,21,112,[playful=0.6],At last the time had come to announce the freeing of the slaves that they might help in winning their liberties.,[playful=0.6] At last the time had come to announce the freeing of the slaves that they might help in winning their liberties.
65c125d0,single_high_risk:playful=0.6,1,21,116,[playful=0.6],But whether or not the service has for a moment embodied itself in material form is of no essential economic import.,[playful=0.6] But whether or not the service has for a moment embodied itself in material form is of no essential economic import.
77940bba,single_high_risk:playful=0.6,1,21,134,[playful=0.6],"Forkel, his biographer, has finely said that Bach considered the voices of his fugues a select company of persons conversing together.","[playful=0.6] Forkel, his biographer, has finely said that Bach considered the voices of his fugues a select company of persons conversing together."
c5399bdb,single_high_risk:playful=0.6,1,21,133,[playful=0.6],"After the dance, and other grand rejoicings, Both of the singing, and the flaming forth Effulgence with effulgence blithe and tender,","[playful=0.6] After the dance, and other grand rejoicings, Both of the singing, and the flaming forth Effulgence with effulgence blithe and tender,"
57bb4763,single_high_risk:playful=0.6,1,20,107,[playful=0.6],On my arrival on the shore I found Hans surrounded by an assemblage of articles all arranged in good order.,[playful=0.6] On my arrival on the shore I found Hans surrounded by an assemblage of articles all arranged in good order.
6f8ae90f,single_high_risk:playful=0.6,2,20,152,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] But its rolling hills were leveled, its mountains were ground and shaped into cold and polished symbols-geometric, fashioned.","[curious=0.7, playful=0.6] But its rolling hills were leveled, its mountains were ground and shaped into cold and polished symbols-geometric, fashioned."
334aac3f,single_high_risk:playful=0.6,1,20,108,[playful=0.6],"Not merely different in the matter of graft, but different, so Mr. Newberry said, in the calibre of the men.","[playful=0.6] Not merely different in the matter of graft, but different, so Mr. Newberry said, in the calibre of the men."
5430d88f,single_high_risk:playful=0.6,2,20,120,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] One would have said that the man who was laughing was surveying those who were about to play.","[sarcasm=0.7, playful=0.6] One would have said that the man who was laughing was surveying those who were about to play."
a596a636,single_high_risk:playful=0.6,2,20,133,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] They never got on well together, and when Charley explored there was a tremendous fuss about the property.","[curious=0.7, playful=0.6] They never got on well together, and when Charley explored there was a tremendous fuss about the property."
26dd4795,single_high_risk:playful=0.6,2,20,127,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] The man was dead now-there would be disgrace enough for some one to bear, a mother perhaps-who knew!","[sarcasm=0.7, playful=0.6] The man was dead now-there would be disgrace enough for some one to bear, a mother perhaps-who knew!"
ebd6cdaf,single_high_risk:playful=0.6,1,20,110,[playful=0.6],"That the pensioner be charged, in case he should publish a second edition of his book, to omit the dedication;","[playful=0.6] That the pensioner be charged, in case he should publish a second edition of his book, to omit the dedication;"
8a534628,single_high_risk:playful=0.6,1,20,94,[playful=0.6],"But if after five days be past there come no aid, we will do the things which you have spoken.","[playful=0.6] But if after five days be past there come no aid, we will do the things which you have spoken."
7f4e32e8,single_high_risk:playful=0.6,1,20,115,[playful=0.6],"When foreign distresses came to be felt by us through the channels of commerce, we set ourselves to apply remedies.","[playful=0.6] When foreign distresses came to be felt by us through the channels of commerce, we set ourselves to apply remedies."
4b891c35,single_high_risk:playful=0.6,1,20,121,[playful=0.6],"I then replaced the boards so cleverly, so cunningly, that no human eye-not even his-could have detected any thing wrong.","[playful=0.6] I then replaced the boards so cleverly, so cunningly, that no human eye-not even his-could have detected any thing wrong."
8139d707,single_high_risk:playful=0.6,2,19,108,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] He asked me to lie in ambush by the road where they come down from the mountains.","[sarcasm=0.7, playful=0.6] He asked me to lie in ambush by the road where they come down from the mountains."
9a0dbf17,single_high_risk:playful=0.6,1,19,110,[playful=0.6],"But after seeing the admirable provision made for his workmen, we must enter the private office of Mr. Childs.","[playful=0.6] But after seeing the admirable provision made for his workmen, we must enter the private office of Mr. Childs."
c3651c5a,single_high_risk:playful=0.6,2,19,118,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] And she winced and moaned, with her eyes closed and her hand pressed to the organ affected.","[curious=0.7, playful=0.6] And she winced and moaned, with her eyes closed and her hand pressed to the organ affected."
2c7365c0,single_high_risk:playful=0.6,2,19,147,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] I also accompanied General Sheridan-who meantime had returned to the city-to a ball at Riverside-an aristocratic suburb.","[curious=0.7, playful=0.6] I also accompanied General Sheridan-who meantime had returned to the city-to a ball at Riverside-an aristocratic suburb."
20c8d29e,single_high_risk:playful=0.6,2,19,134,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] In the sonatas and concertos he sees the princely Pole bravely carrying his banner amid classical currents.","[sarcasm=0.7, playful=0.6] In the sonatas and concertos he sees the princely Pole bravely carrying his banner amid classical currents."
35d44dac,single_high_risk:playful=0.6,1,19,118,[playful=0.6],"A precarious liberty, the commons thought, which was to be preserved by unlimited complaisance, was no liberty at all.","[playful=0.6] A precarious liberty, the commons thought, which was to be preserved by unlimited complaisance, was no liberty at all."
5dfdc4a0,single_high_risk:playful=0.6,2,19,119,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] 'Flutter from tree to tree, chattering bird, ' said she, 'till you come to Ratibor, my love.","[sarcasm=0.7, playful=0.6] 'Flutter from tree to tree, chattering bird, ' said she, 'till you come to Ratibor, my love."
9a2658fe,single_high_risk:playful=0.6,2,19,123,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Just then the bell sounded and the girls returned to their seats with the riddle still unsolved.","[sarcasm=0.7, playful=0.6] Just then the bell sounded and the girls returned to their seats with the riddle still unsolved."
0886e474,single_high_risk:playful=0.6,1,19,113,[playful=0.6],"With a like interval between, two men fall forward upon their faces; and lie with their heads closely contiguous!","[playful=0.6] With a like interval between, two men fall forward upon their faces; and lie with their heads closely contiguous!"
ccaa510d,single_high_risk:playful=0.6,1,19,99,[playful=0.6],"Then word came from China that the ""opium war"" would make it folly to attempt to enter the country.","[playful=0.6] Then word came from China that the ""opium war"" would make it folly to attempt to enter the country."
1f6c35d5,single_high_risk:playful=0.6,2,18,100,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] Only a timely rustle told him that the other had sat down on a drift log.","[curious=0.7, playful=0.6] Only a timely rustle told him that the other had sat down on a drift log."
4e205c7c,single_high_risk:playful=0.6,2,18,106,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] ""I was not bored; yet since you have been talking to me, I feel more animated.""","[curious=0.7, playful=0.6] ""I was not bored; yet since you have been talking to me, I feel more animated."""
127218bd,single_high_risk:playful=0.6,1,18,97,[playful=0.6],"He walked slowly and dreamily, with his eyes on the far hills scarfed in the splendour of sunset.","[playful=0.6] He walked slowly and dreamily, with his eyes on the far hills scarfed in the splendour of sunset."
57baa5a4,single_high_risk:playful=0.6,2,18,119,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] The congregation, indeed, were gone, and the preacher, and the choir; and the room was cold.","[curious=0.7, playful=0.6] The congregation, indeed, were gone, and the preacher, and the choir; and the room was cold."
cd27c632,single_high_risk:playful=0.6,2,18,100,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] I was groping my way along when I thought I heard steps just ahead of me.","[sarcasm=0.7, playful=0.6] I was groping my way along when I thought I heard steps just ahead of me."
50cdb839,single_high_risk:playful=0.6,1,18,84,[playful=0.6],"In it he directs scholars how to avoid a harsh tone, and how to form a legato style.","[playful=0.6] In it he directs scholars how to avoid a harsh tone, and how to form a legato style."
51fab996,single_high_risk:playful=0.6,2,18,109,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] We bemoaned one another a while, as the Lord helped us, and then I returned again.","[curious=0.7, playful=0.6] We bemoaned one another a while, as the Lord helped us, and then I returned again."
2c36785b,single_high_risk:playful=0.6,2,18,128,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Mr. O'Brien was denied admission and forced to come back to Washington without any report whatsoever.","[sarcasm=0.7, playful=0.6] Mr. O'Brien was denied admission and forced to come back to Washington without any report whatsoever."
43a55db5,single_high_risk:playful=0.6,2,18,129,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Therefore he had nothing to dissimulate nor to extenuate, and his assassinations were by divine right.","[sarcasm=0.7, playful=0.6] Therefore he had nothing to dissimulate nor to extenuate, and his assassinations were by divine right."
c45a17e5,single_high_risk:playful=0.6,2,17,108,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] To the east great inclined planes of snow marked out the wide slopes of Radipole.","[curious=0.7, playful=0.6] To the east great inclined planes of snow marked out the wide slopes of Radipole."
aec663e9,single_high_risk:playful=0.6,2,17,127,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Captain Levison, unwashed, unshaven, with a dressing gown loosely flung on, lounged in to breakfast.","[sarcasm=0.7, playful=0.6] Captain Levison, unwashed, unshaven, with a dressing gown loosely flung on, lounged in to breakfast."
92d50db3,single_high_risk:playful=0.6,1,17,102,[playful=0.6],"The true Iroquois, or Five Nations, extended through Central New York, from the Hudson to the Genesee.","[playful=0.6] The true Iroquois, or Five Nations, extended through Central New York, from the Hudson to the Genesee."
ca1e9678,single_high_risk:playful=0.6,1,17,93,[playful=0.6],Whilst breakfasting I took the opportunity to put to my uncle the question where we were now.,[playful=0.6] Whilst breakfasting I took the opportunity to put to my uncle the question where we were now.
0ebd4260,single_high_risk:playful=0.6,2,17,98,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] He threw away the stump of his cigar, and went to fasten the hall door.","[sarcasm=0.7, playful=0.6] He threw away the stump of his cigar, and went to fasten the hall door."
468f76bb,single_high_risk:playful=0.6,2,17,110,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] 'But what a fine fellow to look at!' said the captain, again playing the commander.","[curious=0.7, playful=0.6] 'But what a fine fellow to look at!' said the captain, again playing the commander."
b8430238,single_high_risk:playful=0.6,2,17,103,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] While speaking he has kept his right hand under the left breast of his coat.","[sarcasm=0.7, playful=0.6] While speaking he has kept his right hand under the left breast of his coat."
2311173c,single_high_risk:playful=0.6,2,17,115,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] ""What you say about appearance is quite true, Miss Savell, "" replied Miss Tebbs frankly.","[curious=0.7, playful=0.6] ""What you say about appearance is quite true, Miss Savell, "" replied Miss Tebbs frankly."
e4fbfff7,single_high_risk:playful=0.6,2,17,117,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] ""Bah, "" said Andrea, a little overcome, by the solemnity of Bertuccio's manner, ""why not?""","[curious=0.7, playful=0.6] ""Bah, "" said Andrea, a little overcome, by the solemnity of Bertuccio's manner, ""why not?"""
8c32c813,single_high_risk:playful=0.6,1,16,86,[playful=0.6],"""I think there would have been other heads missing if he had been, "" Quarles answered.","[playful=0.6] ""I think there would have been other heads missing if he had been, "" Quarles answered."
9d232ff0,single_high_risk:playful=0.6,2,16,106,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] The Chechen looked at him and, turning slowly away, gazed at the opposite bank.","[curious=0.7, playful=0.6] The Chechen looked at him and, turning slowly away, gazed at the opposite bank."
